PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
11759;Centro Municipal de Mayores 'San Juan Bautista';;Lunes a domingo: de 9 a 21 horas ;      Servicios      Animación sociocultural   Peluquería     Cafetería   Voluntariado     Comedor   Fisioterapia preventiva     Podología         Talleres manuales      Pintura al óleo   Bisutería      Talleres culturales      Comunicación   Otros      Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Yoga   Baile / sevillanas     Actividades de turismo      Excursiones trimestrales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Otras      Otras actividades      Memoria        Zona wifi; Bus: 11, 53, 70, 120  Metro: Arturo Soria  ;  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=443366051361c010VgnVCM1000000b205a0aRCRD;BUESO PINEDA;CALLE;NUM;8;;;;;MADRID;MADRID;28043;SAN JUAN BAUTISTA;CIUDAD LINEAL;444305;4478401;4.045.252.617.323.740;-36.581.255.009.849.300;914 155 829;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
122268;Centro Municipal de Mayores 'San Vicente de Paúl';;Lunes a domingo: de 9 a 21 horas ;      Servicios      Podología   Peluquería     Cafetería   Animación socio-cultural     Comedor   Biblioteca / sala de lectura      Talleres manuales      Manualidades   Marquetería     Pintura   Patchwork     Cestas de mimbre         Talleres culturales      Informática   Castañuelas     Canto   Guitarra     Atención y retención         Talleres de ejercicio físico      Gimnasia   Sevillanas     Yoga   Bailes de salón     Senderismo        Zona wifi; Metro: Opañel  Bus: 47, 55 ;  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=630f8899fc81c010VgnVCM1000000b205a0aRCRD;ANTONIA LANCHA;CALLE;V;54;;;;;MADRID;MADRID;28019;OPAÑEL;CARABANCHEL;438743;4471075;40.386.075.026.633.900;-37.230.547.190.101.200;915 655 633;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
11764;Centro Municipal de Mayores 'Santa Engracia';; Lunes a domingo: de 10 a 21 horas ;      Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología   Voluntariado      Talleres manuales      Manualidades   Encaje de bolillos     Pintura al óleo   Variedades     Dibujo   Otros     Corte y confección         Talleres culturales      Cultura general   Literatura     Inglés   Teatro     Francés   Música coral     Informática   Rondalla     Otros         Talleres de ejercicio físico      Gimnasia   Baile / sevillanas     Taichí   Baile de salón     Yoga   Caminar / senderismo     Otros        Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas   Otras     Zona wifi; Metro: Ríos Rosas  Bus: 3, 37, 149 ;  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9a5366051361c010VgnVCM1000000b205a0aRCRD;SANTA ENGRACIA;CALLE;V;116;;;;;MADRID;MADRID;28003;RIOS ROSAS;CHAMBERI;440681;4477037;40.439.987.457.420.300;-3.700.733.879.498.950;"913 994 104        
913 992 940";;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
31019;Centro Municipal de Mayores 'Teresa de Calcuta';;Lunes a domingo: de 10 a 21 horas ;      Servicios      Animación sociocultural   Voluntariado     Cafetería   Biblioteca     Comedor   Fisioterapia preventiva     Podología         Talleres manuales      Manualidades   Cerámica     Pintura al óleo   Labores     Otros         Talleres culturales      Inglés   Música coral     Alemán   Informática     Otros         Talleres de ejercicio físico      Gimnasia   Salud y cuidados personales     Taichí   Relajación     Otros         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas   Otras      Otras actividades      Grupos de encuentro con nuevos socios        Zona wifi;Bus: 101, 114;  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0c07b3e42751c010VgnVCM2000000c205a0aRCRD;NAVIO;PLAZA;V;4;;;;;MADRID;MADRID;28042;ALAMEDA DE OSUNA;BARAJAS;450284;4478668;4.045.531.140.556.260;-3.587.638.001.688.090;913 295 920;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
11719;Centro Municipal de Mayores 'Vicálvaro';;Lunes a domingo: de 10 a 21 horas;      Servicios      Animación sociocultural   Peluquería     Cafetería   Voluntariado     Comedor   Fisioterapia preventiva     Podología         Talleres manuales      Manualidades   Corte y confección     Pintura al óleo   Labores     Pintura en tela   Marquetería     Encuadernación         Talleres culturales      Alfabetización   Informática     Memoria   Teatro     Internet   Rondalla      Talleres de ejercicio físico      Taichí   Terapia ocupacional     Baile / sevillanas   Ejercicio al aire libre     Baile de salón        Actividades de turismo      Excursiones trimestrales         Actividades culturales      Jornadas / conferencias   Otros     Visitas a museos, exposiciones         Actividades de ocio      Baile   Comidas     Fiestas   Otras      Otras actividades      Encuentros con otros colectivos   Participación en plataformas comunitarias     Zona wifi;Bus: 130;  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=37a366051361c010VgnVCM1000000b205a0aRCRD;DAROCA;AVENIDA;V;342;;;;;MADRID;MADRID;28032;CASCO H.VICALVARO;VICALVARO;448405;4472929;40.403.496.149.688.700;-3.609.330.588.862.220;917 753 240;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
29184;Centro Municipal de Mayores 'Villa de Vallecas';; Lunes a domingo: de 9 a 21 horas  ;     Servicios      Animación sociocultural   Peluquería     Cafetería   Biblioteca     Comedor   Voluntariado     Podología         Talleres manuales      Manualidades   Corte y confección     Pintura al óleo         Talleres culturales      Alfabetización   Ortografía     Historia del arte   Informática     Internet   Power-point     Memoria   Bienestar psicológico     Alimentación   Sexualidad      Talleres de ejercicio físico      Gimnasia   Baile / sevillanas     Yoga   Baile de salón     Actividades de turismo      Excursiones quincenales         Actividades culturales      Jornadas / conferencias   Visitas a museos, exposiciones     Conciertos   Teatro      Actividades de ocio      Baile   Fiestas      Otras actividades      Senderismo       Zona wifi; Metro: Villa de Vallecas (Línea 1)  Bus: 54, 58, N9, 103, 142, 143 ;  Requisitos para ser socio:   Ser titular de la tarjeta  madridmayor.es . Para solicitar esta tarjeta vea la  información relacionada . ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5237b3e42751c010VgnVCM2000000c205a0aRCRD;PICO MAMPODRE;CALLE;V;6;;;;;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA DE VALLECAS;447374;4470031;4.037.732.438.108.780;-36.212.400.484.216.900;913 328 757 ;;;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores; 
56495;Centro Sociocultural  Siena (Ciudad Lineal);; Secretaría: de lunes a viernes de 9 a 14 horas y de 17 a 19 horas ;  Sala de lectura y estudio  3 aulas  Zona wifi  ; Metro: Quintana (línea 5) , Pueblo Nuevo (líneas 5 , 7).  Bus: 21, 38, 48, 109, 113, 146. ;;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1114c2c6e051c010VgnVCM2000000c205a0aRCRD;SIENA;CALLE;V;52;;;;;MADRID;MADRID;28027;QUINTANA;CIUDAD LINEAL;444818;4476248;4.043.316.516.575.710;-3.651.876.723.048.770;914 039 011;;;/contenido/entidadesYorganismos/CentrosCulturales; 
1996;Centro Sociocultural Ágata (Villaverde).;; Secretaría: de lunes a jueves de 9 a 13:30 y de 16:30 a 19 horas.  Del 8 al 31 de julio de 9 a 14 horas. ;  Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio  11 aulas  Cafetería  Zona wifi  ; Bus: 22 , 79 , 86 , 130 , 131 ;;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD;DOCTOR MARTIN AREVALO;CALLE;V;2;;;;;MADRID;MADRID;28021;SAN ANDRES;VILLAVERDE;439937;4466650;4.034.636.268.334.180;-3.708.524.395.897.370;917 109 300;;ccagata@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
72862;Centro Sociocultural Alfonso XII (Fuencarral - El Pardo);; Secretaría: de lunes a viernes de 9 a 15 horas  ;  Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio  6 aulas  Cafetería  Zona wifi  ;Bus: 601 (salida desde el Intercambiador de Moncloa).;En la misma sede está ubicada la sala de estudio Alfonso XII.  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD;MIRA EL RIO;CALLE;V;4;;;;;MADRID;MADRID;28048;EL PARDO;FUENCARRAL-EL PARDO;434214;4485937;40.519.673.311.658.600;-37.779.055.687.726.500;913 762 060 / 913 762 062;;ccelpardo@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1927;Centro Sociocultural Blasco Ibáñez (Carabanchel);; Secretaría:    Mañanas: de lunes a viernes de 10 a 13 horas  Tardes. de lunes a jueves de 17 a 18:30 horas    ;  5 aulas  2 gimnasios  Zona wifi  ; Bus: 17, 25, 119 ;;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fb453d0b5e71c010VgnVCM1000000b205a0aRCRD;SOLDADO JOSE MARIA REY;CALLE;V;44;;;;;MADRID;MADRID;28019;SAN ISIDRO;CARABANCHEL;437927;4472060;403.949.515.763.892;-37.326.586.599.735.300;914 280 554 / 914 280 555;;ccblascoibanez@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1949;Centro Sociocultural Bohemios (Villaverde);; Secretaría: de lunes a viernes de 9 a 13:30 y de 17 a 19 horas.  Del 8 al 31 de julio de 9 a 14 horas. ;  Sala de exposiciones  Salón de actos / auditorio  7 aulas  Cafetería  Zona wifi  ; Bus: 22 , 59 , 79 , 85 ;;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD;LOS BOHEMIOS;CALLE;V;1;;;;;MADRID;MADRID;28041;LOS ANGELES;VILLAVERDE;441175;4467754;4.035.639.654.251.880;-36.940.501.846.610.800;917 109 260 ;;ccbohemios@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
118935;Centro Sociocultural Cánovas del Castillo (Usera);; Secretaría: de lunes a viernes de 9 a 14 y de 17 a 19 horas. ;  1 sala de exposiciones   1 sala de lectura y estudio  6 aulas  Zona wifi  ; Metro: Almendrales (línea 3)  Bus: 6, 23, 47, 78, 123, 247 ;;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1087cbf06c81c010VgnVCM1000000b205a0aRCRD;JULIO AGUIRRE;CALLE;V;10-dic;;;;;MADRID;MADRID;28026;ALMENDRALES;USERA;440689;4471073;4.038.626.143.332.090;-37.000.825.227.295.000;915 005 489;;vidalnc@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1967;Centro Sociocultural Ciudad Lineal;; Secretaría: de lunes a viernes de 9 a 14 horas y de 17 a 19 horas ;  Sala de lectura y estudio  7 aulas  Zona wifi  ; Bus: 110, 113, 210 ;;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=16f81e79ee71c010VgnVCM1000000b205a0aRCRD;JOSE LUIS DE ARRESE;CALLE;V;81;;;;;MADRID;MADRID;28017;VENTAS;CIUDAD LINEAL;444828;4475105;40.422.868.990.544.600;-3.651.671.226.242.960;"914 055 840                       
";;;/contenido/entidadesYorganismos/CentrosCulturales; 
1941;Centro Sociocultural Eduardo Chillida (Moratalaz);; Secretaría:    De lunes a viernes de 9 a 14 y de 17 a 19 horas  Sábados y domingos cerrado  Agosto cerrado  ;  Sala de exposiciones  10 aulas  Sala de conferencias  Zona wifi  ; Metro: Vinateros (línea 9)  Bus: 30, 32, 71, 113 ;;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=01963d0b5e71c010VgnVCM1000000b205a0aRCRD;ARROYO BELINCOSO;CALLE;V;9;;;;;MADRID;MADRID;28030;MEDIA LEGUA;MORATALAZ;444686;4473610;4.040.939.173.676.510;-3.653.214.777.359.330;913 339 141 / 913 339 142;913 339 143;ccechillida@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
26904;Centro Sociocultural el Greco (Latina);; Secretaría: de lunes a viernes de 9.30 a 14:30 horas y de 16:30 a 19 horas  ;  Sala de exposiciones   Sala de lectura y estudio   Salón de actos / auditorio  5 aulas  Cafetería  Zona wifi  ; Metro: Lucero (línea 6)  Bus: 31, 33, 36, 39, 65 ;;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD;EL GRECO;CALLE;V;29;;;;;MADRID;MADRID;28011;LUCERO;LATINA;436687;4473443;40.407.316.328.180.400;-3.747.465.416.906.970;914 793 261 / 914 793 150;;ccgreco@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1944;Centro Sociocultural Francisco Fatou (Villa de Vallecas);; Secretaría: de lunes a viernes de 9 a 14 horas y de 17 a 20 horas. ;  Sala de exposiciones   Salón de actos / auditorio  5 aulas  Zona wifi  ; Metro: Villa de Vallecas (línea 1)  Bus: 54, 58, 103, 142, 143 ;;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD;MANUEL VELEZ;CALLE;V;10;;;;;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA DE VALLECAS;447216;4470283;40.379.584.618.162.100;-3.623.110.349.262.370;"913 806 620                 
";;ccfranciscofatou@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1926;Centro Sociocultural García Lorca (Carabanchel);; Secretaría: de lunes a viernes de 10 a 13 horas y de lunes a jueves de 16:30 a 18:30 horas ;  Salón de actos / auditorio  7 aulas  3 gimnasios  Zona wifi  ; Metro: Carabanchel Alto (línea 11)  Bus: 34, 35, 47, 121, 131, 139 ;;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD;EUGENIA DE MONTIJO;CALLE;V;105;;;;;MADRID;MADRID;28044;BUENAVISTA;CARABANCHEL;436352;4469770;4.037.420.282.360.520;-37.510.455.236.535.900;"915 110 370                      
";;ccgarcialorca@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1947;Centro Sociocultural José Espronceda (Tetuán);; Secretaría: de lunes a jueves de 9:30 a 13:30 y de 17 a 18:30 horas. Viernes de 9:30 a 13:30 horas.  ;  1 Salón de actos / auditorio  8 aulas  Zona wifi  ; Metro: Cuatro Caminos (líneas 1, 2, 6)  Bus: 3, 64, 66, 124, 128, 149 ;Sobre accesibilidad: el edifico fue construido en el año 1986. Se corresponde con el proyecto inicial del edificio, debiendo cumplir en su día con la normativa existente al respecto.;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD;ALMANSA;CALLE;V;9;;;;;MADRID;MADRID;28039;BELLAS VISTAS;TETUAN;440367;4477999;4.044.863.106.357.680;-37.045.265.016.586.000;"915 536 160  / 915 536 480                     
";;cscjespronceda@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
